Source	Interaction	Arrow	Arrow_Type	Dashes	Color	Target
hsa:139760	activation	True	arrow	False	black	hsa:2778
hsa:1545	reaction	True	arrow	False	blue	C19488
hsa:10000	activation	True	arrow	False	black	hsa:4846
hsa:10645	phosphorylation	True	circle	True	black	hsa:51422
hsa:10850	activation	True	arrow	False	black	hsa:729230
hsa:54187	reaction	True	arrow	False	blue	C00270
hsa:4217	activation	True	arrow	False	black	hsa:5599
hsa:7305	binding/association	False	NA	False	black	hsa:100132285
hsa:54205	activation	True	arrow	False	black	hsa:836
C00068	reaction	True	arrow	False	blue	hsa:84284
G00125	reaction	True	arrow	False	blue	hsa:27090
hsa:4915	activation	True	arrow	False	black	hsa:3667
hsa:5524	inhibition	True	circle	False	black	hsa:208
hsa:5566	expression	True	arrow	False	black	hsa:6770
hsa:3417	reaction	True	arrow	False	blue	C00026
hsa:5515	inhibition	True	circle	False	black	hsa:5594
C05113	activation	True	arrow	False	black	hsa:706
hsa:7525	activation	True	arrow	False	black	hsa:2534
hsa:169355	reaction	True	arrow	False	blue	C00780
hsa:11164	reaction	True	arrow	False	blue	C00117
hsa:1050	missing interaction	True	arrow	True	black	hsa:8864
hsa:9942	reaction	True	arrow	False	blue	C00231
C00123	reaction	True	arrow	False	blue	hsa:586
hsa:7067	expression	True	arrow	False	black	hsa:54361
C01227	reaction	True	arrow	False	blue	hsa:1581
hsa:2335	activation	True	arrow	False	black	hsa:960
C05276	reaction	True	arrow	False	blue	hsa:33
hsa:6898	reaction	True	arrow	False	blue	C01179
C00029	reaction	True	arrow	False	blue	hsa:2592
hsa:146850	activation	True	arrow	False	black	hsa:1956
hsa:51102	reaction	True	arrow	False	blue	C00040
hsa:6013	activation	True	arrow	False	black	hsa:59350
G00113	reaction	True	arrow	False	blue	hsa:6489
hsa:406935	inhibition	True	circle	False	black	hsa:5578
hsa:2932	activation	True	arrow	False	black	hsa:1808
hsa:50484	reaction	True	arrow	False	blue	C00361
hsa:2719	activation	True	arrow	False	black	hsa:51384
C03402	reaction	True	arrow	False	blue	hsa:283459
hsa:993	activation	True	arrow	False	black	hsa:1017
hsa:3320	binding/association	False	NA	False	black	hsa:114548
hsa:3156	reaction	True	arrow	False	blue	C00418
hsa:2593	reaction	True	arrow	False	blue	C00581
C13712	reaction	True	arrow	False	blue	hsa:1645
hsa:6476	reaction	True	arrow	False	blue	C00031
hsa:815	activation	True	arrow	False	black	hsa:6772
hsa:4210	binding/association	False	NA	False	black	hsa:29108
hsa:100137049	reaction	True	arrow	False	blue	C04230
hsa:3292	reaction	True	arrow	False	blue	C00951
C00512	reaction	True	arrow	False	blue	hsa:10249
hsa:1649	inhibition	True	circle	False	black	hsa:596
hsa:7186	activation	True	arrow	False	black	hsa:8767
hsa:116443	binding/association	False	NA	False	black	hsa:1742
hsa:10449	reaction	True	arrow	False	blue	C00136
hsa:158835	reaction	True	arrow	False	blue	C00473
hsa:211	reaction	True	arrow	False	blue	C00430
hsa:30815	reaction	True	arrow	False	blue	G00128
hsa:4609	expression	True	arrow	False	black	hsa:6513
hsa:2354	binding/association	False	NA	False	black	hsa:23411
hsa:5226	reaction	True	arrow	False	blue	C00345
C00093	reaction	True	arrow	False	blue	hsa:2710
hsa:672	binding/association	False	NA	False	black	hsa:79728
hsa:9451	activation	True	arrow	False	black	hsa:468
hsa:2525	reaction	True	arrow	False	blue	G00045
hsa:6714	inhibition	True	circle	False	black	hsa:139341
hsa:3651	expression	True	arrow	False	black	hsa:4825
hsa:10332	binding/association	False	NA	False	black	hsa:4046
C00155	reaction	True	arrow	False	blue	hsa:23743
hsa:1728	reaction	True	arrow	False	blue	C00828
hsa:4067	activation	True	arrow	False	black	hsa:2206
hsa:79717	reaction	True	arrow	False	blue	C04352
hsa:5592	activation	True	arrow	False	black	hsa:2969
hsa:1398	activation	True	arrow	False	black	hsa:23433
hsa:7422	activation	True	arrow	False	black	hsa:3791
hsa:7035	inhibition	True	circle	False	black	hsa:2155
hsa:10459	inhibition	True	circle	False	black	hsa:51343
hsa:34	reaction	True	arrow	False	blue	C00877
hsa:29071	reaction	True	arrow	False	blue	G00024
C00130	reaction	True	arrow	False	blue	hsa:377841
C00063	reaction	True	arrow	False	blue	hsa:377841
C00328	reaction	True	arrow	False	blue	hsa:8564
hsa:4357	reaction	True	arrow	False	blue	C00094
hsa:9197	reaction	True	arrow	False	blue	G00118
C00262	reaction	True	arrow	False	blue	hsa:7498
hsa:10488	expression	True	arrow	False	black	hsa:359
hsa:5530	binding/association	False	NA	False	black	hsa:163688
C00829	reaction	True	arrow	False	blue	hsa:1543
hsa:54995	reaction	True	arrow	False	blue	C05764
hsa:93183	reaction	True	arrow	False	blue	G00145
hsa:107181291	inhibition	True	circle	False	black	hsa:9447
C15995	activation	True	arrow	False	black	hsa:2925
hsa:10720	reaction	True	arrow	False	blue	C05504
hsa:3459	activation	True	arrow	False	black	hsa:4790
C14769	reaction	True	arrow	False	blue	hsa:2053
hsa:5606	phosphorylation	True	circle	True	black	hsa:1432
hsa:79796	reaction	True	arrow	False	blue	G00007
hsa:112817	reaction	True	arrow	False	blue	C00022
hsa:3663	generic_signaling	False	NA	True	blue	hsa:388372
hsa:5566	activation	True	arrow	False	black	hsa:116443
G00023	reaction	True	arrow	False	blue	hsa:2650
hsa:4772	expression	True	arrow	False	black	hsa:2919
hsa:84002	reaction	True	arrow	False	blue	G00036
hsa:3663	expression	True	arrow	False	black	hsa:3576
hsa:1956	activation	True	arrow	False	black	hsa:5594
G00094	reaction	True	arrow	False	blue	hsa:3073
hsa:124975	reaction	True	arrow	False	blue	C05844
hsa:1798	reaction	True	arrow	False	blue	C00110
hsa:4067	activation	True	arrow	False	black	hsa:6850
hsa:3673	activation	True	arrow	False	black	hsa:5777
hsa:6366	activation	True	arrow	False	black	hsa:51554
hsa:5167	reaction	True	arrow	False	blue	C00044
C21028	reaction	True	arrow	False	blue	hsa:1807
hsa:3704	reaction	True	arrow	False	blue	C06196
hsa:5621	activation	True	arrow	False	black	hsa:2534
hsa:919	binding/association	False	NA	False	black	hsa:2214
hsa:5599	expression	True	arrow	False	black	hsa:4089
hsa:158835	reaction	True	arrow	False	blue	C00899
hsa:5599	activation	True	arrow	False	black	hsa:2099
hsa:2523	reaction	True	arrow	False	blue	G00058
G00066	reaction	True	arrow	False	blue	hsa:10331
hsa:29929	reaction	True	arrow	False	blue	G00007
C00352	reaction	True	arrow	False	blue	hsa:3098
hsa:1457	inhibition	True	circle	False	black	hsa:139341
hsa:999	dissociation	False	NA	True	black	hsa:999
C03958	activation	True	arrow	False	black	hsa:7201
hsa:5009	reaction	True	arrow	False	blue	C00327
hsa:3265	indirect effect	True	arrow	True	black	hsa:2353
hsa:5290	activation	True	arrow	False	black	hsa:3265
hsa:406902	inhibition	True	circle	False	black	hsa:11186
hsa:8659	reaction	True	arrow	False	blue	C03912
C01180	reaction	True	arrow	False	blue	hsa:259307
hsa:4914	activation	True	arrow	False	black	hsa:5290
hsa:8995	activation	True	arrow	False	black	hsa:8784
hsa:1432	activation	True	arrow	False	black	hsa:4790
G00036	reaction	True	arrow	False	blue	hsa:84002
hsa:201595	reaction	True	arrow	False	blue	G00009
hsa:7368	reaction	True	arrow	False	blue	C02686
hsa:5281	reaction	True	arrow	False	blue	G00149
hsa:2064	activation	True	arrow	False	black	hsa:5335
hsa:4838	activation	True	arrow	False	black	hsa:92
C06000	reaction	True	arrow	False	blue	hsa:26275
C00455	reaction	True	arrow	False	blue	hsa:23057
hsa:7108	reaction	True	arrow	False	blue	C05108
hsa:51604	reaction	True	arrow	False	blue	G13044
hsa:10298	indirect effect	True	arrow	True	black	hsa:5609
hsa:353	reaction	True	arrow	False	blue	C04051
hsa:836	inhibition	True	circle	False	black	hsa:6708
hsa:1588	reaction	True	arrow	False	blue	C00535
hsa:4772	indirect effect	True	arrow	True	black	hsa:1437
C05983	reaction	True	arrow	False	blue	hsa:79611
hsa:4609	expression	True	arrow	False	black	hsa:2277
hsa:6261	compound	True	arrow	False	blue	C00076
hsa:8737	inhibition	True	circle	False	black	hsa:7189
C00630	reaction	True	arrow	False	blue	hsa:35
hsa:552	activation	True	arrow	False	black	hsa:2767
hsa:51135	activation	True	arrow	False	black	hsa:8517
hsa:6470	reaction	True	arrow	False	blue	C00143
hsa:27005	activation	True	arrow	False	black	hsa:8737
hsa:10000	inhibition	True	circle	False	black	hsa:842
hsa:10235	activation	True	arrow	False	black	hsa:5906
hsa:2224	reaction	True	arrow	False	blue	C00129
hsa:2852	activation	True	arrow	False	black	hsa:2778
C15974	reaction	True	arrow	False	blue	hsa:593
hsa:2978	activation	True	arrow	False	black	hsa:2986
hsa:101930123	inhibition	True	circle	False	black	hsa:1938
hsa:5566	inhibition	True	circle	False	black	hsa:995
hsa:5175	binding/association	False	NA	False	black	hsa:5175
hsa:201163	activation	True	arrow	False	black	hsa:58528
hsa:5290	compound	True	arrow	False	blue	hsa:57580
hsa:5894	binding/association	False	NA	False	black	hsa:1263
hsa:1268	activation	True	arrow	False	black	hsa:2770
hsa:85007	reaction	True	arrow	False	blue	C04076
hsa:407035	inhibition	True	circle	False	black	hsa:7976
hsa:3002	activation	True	arrow	False	black	hsa:637
hsa:1119	reaction	True	arrow	False	blue	C00588
hsa:6772	expression	True	arrow	False	black	hsa:4843
hsa:51295	binding/association	False	NA	False	black	hsa:7189
hsa:54963	reaction	True	arrow	False	blue	C00475
hsa:10681	activation	True	arrow	False	black	hsa:1432
hsa:1592	reaction	True	arrow	False	blue	C16679
hsa:7498	reaction	True	arrow	False	blue	C00385
hsa:340156	phosphorylation	True	circle	True	black	hsa:103910
C01220	reaction	True	arrow	False	blue	hsa:113026
C00235	reaction	True	arrow	False	blue	hsa:3422
hsa:4091	inhibition	True	circle	False	black	hsa:4087
hsa:7157	activation	True	arrow	False	black	hsa:10912
hsa:9700	inhibition	True	circle	False	black	hsa:9985
C00078	reaction	True	arrow	False	blue	hsa:1644
C19561	reaction	True	arrow	False	blue	hsa:6822
hsa:6772	expression	True	arrow	False	black	hsa:3458
hsa:10542	activation	True	arrow	False	black	hsa:10325
hsa:5906	inhibition	True	circle	False	black	hsa:387
C12126	reaction	True	arrow	False	blue	hsa:55331
hsa:1576	reaction	True	arrow	False	blue	C01595
C00104	reaction	True	arrow	False	blue	hsa:10201
hsa:998	activation	True	arrow	False	black	hsa:60
hsa:4008	binding/association	False	NA	False	black	hsa:4301
C05141	reaction	True	arrow	False	blue	hsa:1543
hsa:246	reaction	True	arrow	False	blue	C01595
C00527	reaction	True	arrow	False	blue	hsa:2639
C00386	reaction	True	arrow	False	blue	hsa:57571
hsa:83593	inhibition	True	circle	False	black	hsa:4193
hsa:3002	activation	True	arrow	False	black	hsa:836
hsa:6774	expression	True	arrow	False	black	hsa:6095
hsa:8650	inhibition	True	circle	False	black	hsa:4851
hsa:4214	phosphorylation	True	circle	True	black	hsa:6416
hsa:2475	binding/association	False	NA	False	black	hsa:64223
hsa:102723532	activation	True	arrow	False	black	hsa:2774
C05748	reaction	True	arrow	False	blue	hsa:2194
hsa:6657	expression	True	arrow	False	black	hsa:79923
hsa:339403	binding/association	False	NA	False	black	hsa:2775
hsa:6500	binding/association	False	NA	False	black	hsa:6907
hsa:8473	inhibition	True	circle	False	black	hsa:5290
C00877	reaction	True	arrow	False	blue	hsa:1892
hsa:5236	reaction	True	arrow	False	blue	C00092
hsa:5499	inhibition	True	circle	False	black	hsa:79054
C05266	reaction	True	arrow	False	blue	hsa:1892
hsa:56261	reaction	True	arrow	False	blue	C00670
hsa:101060521	reaction	True	arrow	False	blue	C00044
hsa:27165	reaction	True	arrow	False	blue	C00064
hsa:8644	reaction	True	arrow	False	blue	C00280
hsa:27113	expression	True	arrow	False	black	hsa:7157
hsa:999	binding/association	False	NA	False	black	hsa:3728
hsa:100132074	expression	True	arrow	False	black	hsa:1901
hsa:10402	reaction	True	arrow	False	blue	G00088
C00234	reaction	True	arrow	False	blue	hsa:471
C05172	reaction	True	arrow	False	blue	hsa:22928
hsa:5087	expression	True	arrow	False	black	hsa:6770
hsa:7068	expression	True	arrow	False	black	hsa:54361
hsa:84274	reaction	True	arrow	False	blue	C17561
hsa:4046	binding/association	False	NA	False	black	hsa:23365
C05273	reaction	True	arrow	False	blue	hsa:51
hsa:8878	binding/association	False	NA	False	black	hsa:11337
hsa:6611	reaction	True	arrow	False	blue	C00315
C04246	reaction	True	arrow	False	blue	hsa:2194
hsa:2353	expression	True	arrow	False	black	hsa:6347
hsa:3673	activation	True	arrow	False	black	hsa:5566
hsa:3624	inhibition	True	circle	False	black	hsa:4838
hsa:100132074	expression	True	arrow	False	black	hsa:5934
hsa:8851	binding/association	False	NA	False	black	hsa:1020
hsa:10449	reaction	True	arrow	False	blue	C05265
hsa:5530	activation	True	arrow	False	black	hsa:4772
hsa:406982	inhibition	True	circle	False	black	hsa:1871
hsa:51004	reaction	True	arrow	False	blue	C17560
hsa:5781	inhibition	True	circle	False	black	hsa:3937
C00473	reaction	True	arrow	False	blue	hsa:158835
hsa:387	inhibition	True	circle	False	black	hsa:5879
hsa:3683	binding/association	False	NA	False	black	hsa:3383
hsa:8440	activation	True	arrow	False	black	hsa:5879
C00186	reaction	True	arrow	False	blue	hsa:160287
hsa:122618	reaction	True	arrow	False	blue	C04756
G12336	reaction	True	arrow	False	blue	hsa:411
C00005	reaction	True	arrow	False	blue	hsa:2936
hsa:4790	expression	True	arrow	False	black	hsa:595
hsa:11221	inhibition	True	circle	False	black	hsa:5599
hsa:100506742	activation	True	arrow	False	black	hsa:840
hsa:6416	binding/association	False	NA	False	black	hsa:408
hsa:10297	binding/association	False	NA	False	black	hsa:6500
C00222	reaction	True	arrow	False	blue	hsa:18
hsa:5923	activation	True	arrow	False	black	hsa:6237
hsa:182	activation	True	arrow	False	black	hsa:4851
C00114	reaction	True	arrow	False	blue	hsa:43
hsa:941	activation	True	arrow	False	black	hsa:1493
hsa:3845	activation	True	arrow	False	black	hsa:369
hsa:2911	activation	True	arrow	False	black	hsa:10672
hsa:10000	inhibition	True	circle	False	black	hsa:7249
hsa:2778	activation	True	arrow	False	black	hsa:108
C05753	reaction	True	arrow	False	blue	hsa:2194
hsa:2353	expression	True	arrow	False	black	hsa:3559
hsa:2353	expression	True	arrow	False	black	hsa:7422
hsa:3725	expression	True	arrow	False	black	hsa:6347
C00022	reaction	True	arrow	False	blue	hsa:5091
hsa:199713	binding/association	False	NA	False	black	hsa:29108
hsa:10715	reaction	True	arrow	False	blue	C00836
hsa:100526794	reaction	True	arrow	False	blue	C00299
hsa:1589	reaction	True	arrow	False	blue	C05138
hsa:3251	reaction	True	arrow	False	blue	C16615
hsa:9423	activation	True	arrow	False	black	hsa:137970
G00037	reaction	True	arrow	False	blue	hsa:2525
hsa:4780	expression	True	arrow	False	black	hsa:3162
hsa:2770	activation	True	arrow	False	black	hsa:6714
hsa:1892	reaction	True	arrow	False	blue	C03221
hsa:6688	missing interaction	True	arrow	True	black	hsa:1436
hsa:1432	phosphorylation	True	circle	True	black	hsa:2005
hsa:57571	reaction	True	arrow	False	blue	C00099
C05284	reaction	True	arrow	False	blue	hsa:3290
C00491	reaction	True	arrow	False	blue	hsa:1491
C04233	reaction	True	arrow	False	blue	hsa:10908
hsa:2194	reaction	True	arrow	False	blue	C05755
hsa:11035	activation	True	arrow	False	black	hsa:815
hsa:65018	activation	True	arrow	False	black	hsa:441925
hsa:1589	reaction	True	arrow	False	blue	C02140
hsa:6654	activation	True	arrow	False	black	hsa:25780
C00100	reaction	True	arrow	False	blue	hsa:55902
hsa:10319	activation	True	arrow	False	black	hsa:22987
hsa:7498	reaction	True	arrow	False	blue	C16360
hsa:10	reaction	True	arrow	False	blue	C13747
hsa:10488	expression	True	arrow	False	black	hsa:3725
hsa:8704	reaction	True	arrow	False	blue	G00050
hsa:1869	expression	True	arrow	False	black	hsa:4605
hsa:5879	activation	True	arrow	False	black	hsa:22885
hsa:187	binding/association	False	NA	False	black	hsa:10681
hsa:4790	activation	True	arrow	False	black	hsa:7124
hsa:23236	compound	True	arrow	False	blue	hsa:5530
hsa:218	reaction	True	arrow	False	blue	C05580
hsa:596	inhibition	True	circle	False	black	hsa:572
hsa:100132463	binding/association	False	NA	False	black	hsa:100132463
hsa:8874	activation	True	arrow	False	black	hsa:5879
hsa:5530	dephosphorylation	True	circle	True	black	hsa:4775
hsa:1558	reaction	True	arrow	False	blue	C05966
C05460	reaction	True	arrow	False	blue	hsa:3295
C00269	reaction	True	arrow	False	blue	hsa:54675
hsa:196051	reaction	True	arrow	False	blue	C00416
hsa:391	activation	True	arrow	False	black	hsa:5599
hsa:6774	binding/association	False	NA	False	black	hsa:6774
hsa:7249	inhibition	True	circle	False	black	hsa:6009
C14556	reaction	True	arrow	False	blue	hsa:1543
hsa:558	activation	True	arrow	False	black	hsa:2549
hsa:1584	reaction	True	arrow	False	blue	C00735
hsa:10747	activation	True	arrow	False	black	hsa:720
C06001	reaction	True	arrow	False	blue	hsa:1962
hsa:2056	activation	True	arrow	False	black	hsa:1439
hsa:9706	activation	True	arrow	False	black	hsa:9776
hsa:1571	reaction	True	arrow	False	blue	C14870
hsa:2779	activation	True	arrow	False	black	hsa:5145
hsa:10201	reaction	True	arrow	False	blue	C00002
C00051	reaction	True	arrow	False	blue	hsa:2936
hsa:1644	reaction	True	arrow	False	blue	C03758
hsa:6772	expression	True	arrow	False	black	hsa:7054
hsa:3812	activation	True	arrow	False	black	hsa:5777
hsa:1432	expression	True	arrow	False	black	hsa:3606
G00067	reaction	True	arrow	False	blue	hsa:10331
C04376	reaction	True	arrow	False	blue	hsa:5198
C00154	reaction	True	arrow	False	blue	hsa:284098
hsa:10390	reaction	True	arrow	False	blue	C05675
hsa:596	binding/association	False	NA	False	black	hsa:7157
hsa:7419	dephosphorylation	True	circle	True	black	hsa:4772
C01235	reaction	True	arrow	False	blue	hsa:2717
hsa:1593	reaction	True	arrow	False	blue	C05444
hsa:2710	reaction	True	arrow	False	blue	C00093
hsa:6469	activation	True	arrow	False	black	hsa:91653
hsa:7357	reaction	True	arrow	False	blue	C00195
hsa:51289	binding/association	False	NA	False	black	hsa:2775
hsa:1956	binding/association	False	NA	False	black	hsa:2885
C05127	reaction	True	arrow	False	blue	hsa:3176
hsa:7416	binding/association	False	NA	False	black	hsa:6770
hsa:5599	inhibition	True	circle	False	black	hsa:5130
hsa:6010	activation	True	arrow	False	black	hsa:2779
hsa:55808	reaction	True	arrow	False	blue	G00026
hsa:2053	reaction	True	arrow	False	blue	C14768
hsa:2805	reaction	True	arrow	False	blue	C00079
hsa:2308	expression	True	arrow	False	black	hsa:2203
C00024	reaction	True	arrow	False	blue	hsa:31
C00513	reaction	True	arrow	False	blue	hsa:56985
hsa:3665	expression	True	arrow	False	black	hsa:3456
C00037	reaction	True	arrow	False	blue	hsa:2731
hsa:2526	reaction	True	arrow	False	blue	G00071
hsa:593	reaction	True	arrow	False	blue	C21018
hsa:94030	activation	True	arrow	False	black	hsa:5792
C00008	reaction	True	arrow	False	blue	hsa:87178
hsa:163688	activation	True	arrow	False	black	hsa:814
hsa:89869	reaction	True	arrow	False	blue	C01245
hsa:2523	reaction	True	arrow	False	blue	G00039
C00053	reaction	True	arrow	False	blue	hsa:10380
C04646	reaction	True	arrow	False	blue	hsa:3704
hsa:2308	expression	True	arrow	False	black	hsa:9474
hsa:5592	activation	True	arrow	False	black	hsa:7408
hsa:146850	activation	True	arrow	False	black	hsa:57580
C00124	reaction	True	arrow	False	blue	hsa:2717
hsa:27102	activation	True	arrow	False	black	hsa:4792
hsa:135	activation	True	arrow	False	black	hsa:2778
hsa:5608	activation	True	arrow	False	black	hsa:1432
hsa:339403	binding/association	False	NA	False	black	hsa:2769
hsa:1584	reaction	True	arrow	False	blue	C05487
hsa:2911	activation	True	arrow	False	black	hsa:2767
hsa:247	reaction	True	arrow	False	blue	C14823
hsa:29929	reaction	True	arrow	False	blue	C01246
C00899	reaction	True	arrow	False	blue	hsa:158835
hsa:6714	activation	True	arrow	False	black	hsa:4313
C00921	reaction	True	arrow	False	blue	hsa:2356
hsa:148022	activation	True	arrow	False	black	hsa:7189
C06800	reaction	True	arrow	False	blue	hsa:1576
hsa:8986	phosphorylation	True	circle	True	black	hsa:468
C05756	reaction	True	arrow	False	blue	hsa:2194
hsa:3164	inhibition	True	circle	False	black	hsa:596
hsa:4318	activation	True	arrow	False	black	hsa:1906
hsa:9294	activation	True	arrow	False	black	hsa:10672
hsa:4190	reaction	True	arrow	False	blue	C05528
hsa:657	phosphorylation	True	circle	True	black	hsa:4086
hsa:7048	activation	True	arrow	False	black	hsa:387
C00154	reaction	True	arrow	False	blue	hsa:10965
C11557	reaction	True	arrow	False	blue	hsa:5305
hsa:3320	activation	True	arrow	False	black	hsa:8737
hsa:2720	reaction	True	arrow	False	blue	C00243
hsa:3283	reaction	True	arrow	False	blue	C00410
hsa:9711	inhibition	True	circle	False	black	hsa:5289
hsa:389692	expression	True	arrow	False	black	hsa:3651
hsa:4615	expression	True	arrow	False	black	hsa:3456
C15972	reaction	True	arrow	False	blue	hsa:1738
hsa:8431	repression	True	circle	False	black	hsa:6554
hsa:8473	glycosylation	True	circle	True	black	hsa:2308
hsa:2323	activation	True	arrow	False	black	hsa:2322
hsa:2735	expression	True	arrow	False	black	hsa:51384
hsa:10683	activation	True	arrow	False	black	hsa:4854
C00024	reaction	True	arrow	False	blue	hsa:134526
hsa:5898	activation	True	arrow	False	black	hsa:387
hsa:1717	reaction	True	arrow	False	blue	C01164
hsa:87178	reaction	True	arrow	False	blue	C00008
C02050	reaction	True	arrow	False	blue	hsa:10965
hsa:6092	activation	True	arrow	False	black	hsa:10298
hsa:148022	activation	True	arrow	False	black	hsa:3551
hsa:2335	activation	True	arrow	False	black	hsa:3685
hsa:30815	reaction	True	arrow	False	blue	G00111
hsa:2475	activation	True	arrow	False	black	hsa:7157
hsa:581	activation	True	arrow	False	black	hsa:9131
hsa:6720	expression	True	arrow	False	black	hsa:6319
hsa:7046	activation	True	arrow	False	black	hsa:1616
C00272	reaction	True	arrow	False	blue	hsa:1719
C05263	reaction	True	arrow	False	blue	hsa:3030
hsa:55902	reaction	True	arrow	False	blue	C00100
hsa:7405	activation	True	arrow	False	black	hsa:441925
hsa:8790	reaction	True	arrow	False	blue	C00325
hsa:2161	activation	True	arrow	False	black	hsa:2160
hsa:29110	activation	True	arrow	False	black	hsa:3661
hsa:5566	activation	True	arrow	False	black	hsa:9368
C05265	reaction	True	arrow	False	blue	hsa:1962
hsa:130367	reaction	True	arrow	False	blue	C00195
hsa:4916	binding/association	False	NA	False	black	hsa:4145
hsa:1719	reaction	True	arrow	False	blue	C00415
C04188	reaction	True	arrow	False	blue	hsa:84245
hsa:2268	activation	True	arrow	False	black	hsa:25759
hsa:836	inhibition	True	circle	False	black	hsa:1676
hsa:4282	reaction	True	arrow	False	blue	C01179
hsa:5906	activation	True	arrow	False	black	hsa:51196
hsa:2353	expression	True	arrow	False	black	hsa:5155
hsa:11218	binding/association	False	NA	False	black	hsa:11171
hsa:140609	activation	True	arrow	False	black	hsa:114548
hsa:2209	activation	True	arrow	False	black	hsa:5743
hsa:10390	reaction	True	arrow	False	blue	C03201
C00337	reaction	True	arrow	False	blue	hsa:790
C21748	reaction	True	arrow	False	blue	hsa:50484
hsa:2525	reaction	True	arrow	False	blue	G00043
C15980	reaction	True	arrow	False	blue	hsa:34
hsa:6907	ubiquitination	True	circle	True	black	hsa:1499
hsa:117	activation	True	arrow	False	black	hsa:2778
hsa:100506742	activation	True	arrow	False	black	hsa:836
hsa:5819	binding/association	False	NA	False	black	hsa:25945
hsa:1147	inhibition	True	circle	False	black	hsa:5728
C16663	reaction	True	arrow	False	blue	hsa:50484
hsa:438	reaction	True	arrow	False	blue	C00978
C16453	reaction	True	arrow	False	blue	hsa:1543
hsa:6675	reaction	True	arrow	False	blue	C00043
hsa:5080	expression	True	arrow	False	black	hsa:3375
hsa:10000	inhibition	True	circle	False	black	hsa:7157
hsa:3725	expression	True	arrow	False	black	hsa:6401
C00026	reaction	True	arrow	False	blue	hsa:3419
hsa:64131	reaction	True	arrow	False	blue	G00154
C00800	reaction	True	arrow	False	blue	hsa:10327
C11508	reaction	True	arrow	False	blue	hsa:7108
hsa:5747	phosphorylation	True	circle	True	black	hsa:5923
hsa:2628	reaction	True	arrow	False	blue	C01035
hsa:5566	activation	True	arrow	False	black	hsa:6662
hsa:5578	activation	True	arrow	False	black	hsa:9368
hsa:80834	activation	True	arrow	False	black	hsa:2784
hsa:50484	reaction	True	arrow	False	blue	C16664
hsa:124975	reaction	True	arrow	False	blue	C00025
hsa:586	reaction	True	arrow	False	blue	C00671
hsa:8869	reaction	True	arrow	False	blue	G00108
hsa:27040	activation	True	arrow	False	black	hsa:5335
C00670	reaction	True	arrow	False	blue	hsa:10908
C00077	reaction	True	arrow	False	blue	hsa:383
hsa:100861540	reaction	True	arrow	False	blue	C01227
C16633	reaction	True	arrow	False	blue	hsa:54963
hsa:27102	activation	True	arrow	False	black	hsa:1965
hsa:411	reaction	True	arrow	False	blue	G13043
hsa:9241	inhibition	True	circle	False	black	hsa:151449
hsa:51206	binding/association	False	NA	False	black	hsa:2207
hsa:1576	reaction	True	arrow	False	blue	C16561
hsa:218	reaction	True	arrow	False	blue	C00601
hsa:5723	reaction	True	arrow	False	blue	C00065
hsa:5747	activation	True	arrow	False	black	hsa:1630
hsa:406900	inhibition	True	circle	False	black	hsa:1869
hsa:5167	reaction	True	arrow	False	blue	C00882
hsa:4086	binding/association	False	NA	False	black	hsa:4089
hsa:10928	activation	True	arrow	False	black	hsa:998
hsa:2353	expression	True	arrow	False	black	hsa:6401
hsa:22800	activation	True	arrow	False	black	hsa:23179
hsa:442903	inhibition	True	circle	False	black	hsa:113130
hsa:27102	activation	True	arrow	False	black	hsa:5609
hsa:5566	activation	True	arrow	False	black	hsa:5906
hsa:10170	reaction	True	arrow	False	blue	C00376
C00364	reaction	True	arrow	False	blue	hsa:377841
hsa:4049	binding/association	False	NA	False	black	hsa:8764
hsa:1548	reaction	True	arrow	False	blue	C19580
hsa:2353	expression	True	arrow	False	black	hsa:2625
hsa:4548	reaction	True	arrow	False	blue	C00101
hsa:4283	activation	True	arrow	False	black	hsa:2833
C01344	reaction	True	arrow	False	blue	hsa:10201
hsa:38	reaction	True	arrow	False	blue	C00136
hsa:79023	binding/association	False	NA	False	black	hsa:57122
C00117	reaction	True	arrow	False	blue	hsa:64080
hsa:2525	reaction	True	arrow	False	blue	G00085
hsa:1737	reaction	True	arrow	False	blue	C15973
C00264	reaction	True	arrow	False	blue	hsa:3030
hsa:9971	expression	True	arrow	False	black	hsa:8647
hsa:5833	reaction	True	arrow	False	blue	C00346
hsa:5566	activation	True	arrow	False	black	hsa:3778
hsa:4909	activation	True	arrow	False	black	hsa:4804
C14818	reaction	True	arrow	False	blue	hsa:3162
hsa:2775	binding/association	False	NA	False	black	hsa:10681
hsa:2746	reaction	True	arrow	False	blue	C00026
hsa:5566	inhibition	True	circle	False	black	hsa:572
hsa:9791	reaction	True	arrow	False	blue	C00157
hsa:1576	reaction	True	arrow	False	blue	C14786
hsa:9771	activation	True	arrow	False	black	hsa:5906
hsa:9021	inhibition	True	circle	False	black	hsa:3667
hsa:1654	activation	True	arrow	False	black	hsa:9641
C00036	reaction	True	arrow	False	blue	hsa:47
hsa:7414	binding/association	False	NA	False	black	hsa:10580
hsa:4087	expression	True	arrow	False	black	hsa:149233
hsa:6375	activation	True	arrow	False	black	hsa:2829
C05266	reaction	True	arrow	False	blue	hsa:1962
hsa:5594	indirect effect	True	arrow	True	black	hsa:6591
C00440	reaction	True	arrow	False	blue	hsa:4524
