,Protein name,T Test
236,Phosphatidylethanolamine-binding protein 1 (PEBP-1) (23 kDa morphine-binding protein) (HCNPpp) (P23K) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)],0.15704988404807438
237,60S acidic ribosomal protein P1,0.15749739567795817
238,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),0.15799800430343208
239,Cytochrome P450 4A14 (CYPIVA14) (Cytochrome P450-LA-omega 3) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.13.205),0.15804176310165743
240,"Succinate-CoA ligase, GDP-forming, alpha subunit, isoform CRA_b (Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial)",0.15859036800652054
241,"Glutathione S-transferase P (Glutathione S-transferase pi) (RCG48611, isoform CRA_a)",0.159527676688901
242,Carboxymethylenebutenolidase homolog (EC 3.1.-.-) (Liver regeneration-related protein LRRG072),0.16155274015598683
243,Hydroxyacid oxidase 2,0.16161062128823903
244,Vitamin K epoxide reductase complex subunit 1-like protein 1 (VKORC1-like protein 1) (EC 1.17.4.4),0.16208415007786645
245,Ras-related C3 botulinum toxin substrate 1,0.16234691890401395
246,Secernin-2,0.16343945887940567
247,"RCG45398 (Sarcosine dehydrogenase, mitochondrial)",0.16344206827871527
248,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),0.1640327853179494
249,L-serine dehydratase/L-threonine deaminase (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19),0.16513990525077485
250,Apolipoprotein E,0.16574970258119123
251,"ATPase, H+ transporting, V1 subunit E isoform 1, isoform CRA_a (V-type proton ATPase subunit E 1)",0.1660856635674783
252,"Apolipoprotein C-III (Apolipoprotein C-III, isoform CRA_a)",0.16646135369203416
253,"alpha-1,2-Mannosidase (EC 3.2.1.-)",0.1665497501951364
254,"Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18)",0.16710123223821755
255,Alpha-1-macroglobulin (Alpha-1-M) (Alpha-1-macroglobulin 165 kDa subunit) [Cleaved into: Alpha-1-macroglobulin 45 kDa subunit],0.16782729215953437
256,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta),0.16807034574155602
257,Protective protein for beta-galactosidase (Protein Ctsa),0.16809663036054767
258,"Ceruloplasmin (Ceruloplasmin, isoform CRA_a)",0.16818333188262402
259,ADP-ribosylation factor GTPase-activating protein 2 (ARF GAP 2) (GTPase-activating protein ZNF289) (Zinc finger protein 289),0.16988866908290332
260,"N-myc downstream regulated gene 2, isoform CRA_a (Protein NDRG2)",0.17050671782286414
261,"Threonine--tRNA ligase, cytoplasmic (Threonyl-tRNA synthetase, isoform CRA_a)",0.1708420607908638
262,Protein Naca,0.17161388784797868
263,"Aldehyde dehydrogenase family 5, subfamily A1 (Succinate-semialdehyde dehydrogenase, mitochondrial)",0.17426390911926595
264,Caspase-6 (CASP-6) (EC 3.4.22.59) (Apoptotic protease Mch-2) [Cleaved into: Caspase-6 subunit p18 Caspase-6 subunit p11],0.17848750682955086
265,Arginase-1 (EC 3.5.3.1) (Liver-type arginase) (Type I arginase),0.1786787984879153
266,Protein LOC100360057 (RCG31311) (Ribosomal protein L22),0.17948892294956162
267,Dipeptidyl peptidase 4,0.18005427756152959
268,Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),0.18195046604491222
269,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",0.18281327951956575
270,Elongation factor 1-delta (EF-1-delta),0.18289439959747497
271,"NADH dehydrogenase (Ubiquinone) Fe-S protein 7 (NADH dehydrogenase (Ubiquinone) Fe-S protein 7, isoform CRA_d) (Protein Ndufs7)",0.1840086631567443
272,Protein Abca8,0.18580338054075607
273,SH3 domain-binding glutamic acid-rich-like protein,0.18679320886011985
274,Liver carboxylesterase 4 (EC 3.1.1.1) (Carboxyesterase ES-4) (Kidney microsomal carboxylesterase) (Microsomal palmitoyl-CoA hydrolase),0.1869367882603915
275,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",0.1870892609353194
276,"60S ribosomal protein L7 (RCG30479, isoform CRA_b) (Rpl7 protein)",0.18712140142217035
277,Ab1-205 (Protein Surf4),0.18778657710596694
278,Protein Ighm,0.18862393451591575
279,Glutathione S-transferase (EC 2.5.1.18),0.18882755279256883
280,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),0.19191953017094296
281,Protein LOC679794,0.1921090845771887
282,Protein Igtp,0.19323831858922727
283,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] (PEPCK-C) (EC 4.1.1.32)",0.19445070623192068
284,Voltage-dependent anion-selective channel protein 3,0.1946752790130973
285,"40S ribosomal protein S14 (RCG46686, isoform CRA_a) (RCG63012) (Rps14 protein)",0.19469658409432825
286,Mitochondrial import receptor subunit TOM22 homolog (rTOM22) (Translocase of outer membrane 22 kDa subunit homolog),0.19521824047765232
287,"Acyl-coenzyme A synthetase ACSM5, mitochondrial (EC 6.2.1.2)",0.1958465548717992
288,"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 8 (Protein Ndufa8)",0.19585810547547686
289,Sulfotransferase (EC 2.8.2.-),0.19659350555631816
290,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)",0.19705791514684723
291,Nucleoside diphosphate kinase (EC 2.7.4.6),0.19707551863604883
292,Protein RGD1564698,0.1973632469196525
293,Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase),0.19748709836193318
294,Protein Cab39,0.1975198582450569
295,"GDP-mannose pyrophosphorylase B (Predicted), isoform CRA_a (Protein Gmppb)",0.19780780343017057
296,"Peroxisomal 2,4-dienoyl-CoA reductase (EC 1.3.1.34) (2,4-dienoyl-CoA reductase 2) (DCR-AKL) (pVI-AKL)",0.19834552797230634
297,"Lamin-B1 (RCG46767, isoform CRA_c)",0.198414115866315
298,"Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (Predicted), isoform CRA_b (Protein H6pd)",0.19987749978040564
299,"Protein Rtcd1 (RNA terminal phosphate cyclase domain 1) (RNA terminal phosphate cyclase domain 1, isoform CRA_a)",0.20017894435535546
300,Aminoacylase-1A (ACY-1A) (EC 3.5.1.14) (ACY IA) (N-acyl-L-amino-acid amidohydrolase),0.20168417226859
301,Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56),0.2020445444158528
302,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)",0.2025704107243147
303,Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Oleamide hydrolase 1),0.20378460755150163
304,Tubulin beta-4B chain,0.20454793511932168
305,Glutathione S-transferase (EC 2.5.1.18),0.20469421682199915
306,40S ribosomal protein S18,0.20516526795621248
307,60S ribosomal protein L17,0.20544136244925246
308,Lysosome-associated membrane glycoprotein 2,0.20544539350896485
309,Redox-regulatory protein FAM213A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Sperm head protein 1),0.2074279957221739
310,Tubulin beta-5 chain,0.20871773910461022
311,ATP synthase subunit beta (EC 3.6.3.14),0.2090135389360583
312,Glutaryl-Coenzyme A dehydrogenase (Predicted) (Protein Gcdh),0.20937566753007905
313,"Lon protease homolog, mitochondrial (EC 3.4.21.-) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",0.20961306621951983
314,Aconitate hydratase (Aconitase) (EC 4.2.1.3),0.21040427328926758
315,Transmembrane protein 126A,0.2107444694914158
316,Protein Uroc1,0.2118646112694341
317,"Protein Ugp2 (UDP-glucose pyrophosphorylase 2) (UDP-glucose pyrophosphorylase 2, isoform CRA_b)",0.21382645305304104
318,Alcohol dehydrogenase 6 (EC 1.1.1.1),0.21432209491265583
319,Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit K),0.21600168279267204
320,"Caldesmon 1, isoform CRA_b (Non-muscle caldesmon)",0.2176093472492295
321,"Eukaryotic translation elongation factor 1 beta 2 (Protein Eef1b2) (RCG22471, isoform CRA_b)",0.2180684890462563
322,Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30),0.21865246362611848
323,Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I),0.22026416538455562
324,Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (Hepatic lectin R2/3) (HL-2) (rHL-2),0.22027595224677451
325,"ES1 protein homolog, mitochondrial",0.22083826603475118
326,Protein Sirt3 (SIRT3L mitochondrial) (EC 3.5.1.98),0.22112962625629443
327,Phosphoglycerate kinase 1 (EC 2.7.2.3),0.22382110136799502
328,Protein Mpv17,0.2242832560105161
329,Endoplasmin,0.22618888598098982
330,40S ribosomal protein S16,0.22825722631878448
331,"Acyl-Coenzyme A dehydrogenase, very long chain (Acyl-Coenzyme A dehydrogenase, very long chain, isoform CRA_c) (Very long-chain-specific acyl-CoA dehydrogenase, mitochondrial)",0.23038995571051119
332,Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase),0.23096377381883282
333,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",0.23098609512039298
334,Uricase (EC 1.7.3.3) (Urate oxidase),0.23115231326729418
335,Protein disulfide-isomerase (EC 5.3.4.1),0.2314604221323608
336,Protein Hbb-b1 (Protein LOC103694855) (Zero beta-1 globin),0.23558987255491168
337,"Guanidinoacetate N-methyltransferase (Guanidinoacetate methyltransferase, isoform CRA_a)",0.2376779287543596
338,Protein Acss3 (Putative uncharacterized protein RGD1307051_predicted),0.23900623350893582
339,3-alpha-hydroxysteroid dehydrogenase (3-alpha-HSD) (EC 1.1.1.50) (Hydroxyprostaglandin dehydrogenase),0.23950068105667616
340,Eukaryotic translation elongation factor 1 epsilon 1 (Protein Eef1e1) (RCG43901),0.2410720046082961
341,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),0.2437625316405312
342,DnaJ homolog subfamily B member 11 (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (Liver regeneration-related protein LRRGT00084),0.24570748122157451
343,"AU RNA binding protein/enoyl-coenzyme A hydratase (Predicted), isoform CRA_a (Protein Auh)",0.2462751900179407
344,"Protein Cct7 (RCG55994, isoform CRA_c)",0.24897480636550462
345,"Glutathione S-transferase theta 1 (Glutathione S-transferase theta 1, isoform CRA_a) (Glutathione S-transferase theta-1)",0.24977056661023825
346,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3)",0.24978135519404068
347,Transmembrane emp24 domain-containing protein 9 (p24 family protein alpha-2) (p24alpha2),0.25021093535308764
348,Staphylococcal nuclease domain-containing protein 1 (100 kDa coactivator) (SND p102) (p100 co-activator) (p105 coactivator),0.2509576835013397
349,T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta),0.2516255939984985
350,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP),0.25185621859341634
351,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (eIF-3 p48),0.25194865420795
352,Transferrin receptor protein 2 (TfR2),0.2521395080775075
353,Proteasome subunit alpha type (EC 3.4.25.1),0.2529183989545267
354,Transaldolase (EC 2.2.1.2),0.25355711507764883
355,Protein LOC683961,0.2553906909648859
356,"Hypoxanthine-guanine phosphoribosyltransferase (RCG47045, isoform CRA_a)",0.25619594252088634
357,Protein Acot4 (RCG20987),0.25635555981161684
358,Membrane-associated progesterone receptor component 2,0.25855694708210636
359,Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase),0.2605901468924335
360,"Methylmalonic aciduria (Cobalamin deficiency) cblA type (Predicted), isoform CRA_a (Protein Mmaa)",0.2608743687106705
361,"NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)",0.26146359453737267
362,"NADH dehydrogenase (Ubiquinone) Fe-S protein 5 (Protein LOC100361505) (RCG31129, isoform CRA_b)",0.2620947155376996
363,"DnaJ (Hsp40) homolog, subfamily A, member 2 (DnaJ (Hsp40) homolog, subfamily A, member 2, isoform CRA_b) (DnaJ homolog subfamily A member 2)",0.26358478957032017
364,"Protein Marc1 (RCG20363, isoform CRA_a)",0.2648788645107495
365,"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (Mitochondrial) (3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2, isoform CRA_a) (Hydroxymethylglutaryl-CoA synthase, mitochondrial)",0.2662554302435009
366,"Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)",0.26713981814937476
367,Ribonuclease UK114 (EC 3.1.-.-) (14.5 kDa translational inhibitor protein) (Perchloric acid soluble protein),0.2677870175796791
368,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4),0.26909628644613837
369,"Proteasome (Prosome, macropain) activator subunit 1 (Proteasome activator complex subunit 1) (RCG23530)",0.26964309075505005
370,Insulin-degrading enzyme,0.27069668974114175
371,Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese),0.2709542586033071
372,"Apoptosis-inducing factor 1, mitochondrial (Programmed cell death 8, isoform CRA_a)",0.2710913155099531
373,Hemopexin,0.27147220092837354
374,Protein LOC686442 (RCG29512) (Uqcr protein),0.27204508067449
375,"Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (Adenylate kinase isoenzyme 4) (GTP:AMP phosphotransferase AK4)",0.27220126324866656
376,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1),0.2732070359467081
377,Protein transport protein Sec31A,0.273378366411486
378,"ATP-dependent (S)-NAD(P)H-hydrate dehydratase (Similar to RIKEN cDNA 0710008K08 (Predicted), isoform CRA_a)",0.2739219689432102
379,Cysteine-rich protein 2 (CRP-2) (Protein ESP1),0.2772532451876038
380,"Phosphate carrier protein, mitochondrial (Solute carrier family 25 (Mitochondrial carrier adenine nucleotide translocator), member 3, isoform CRA_c)",0.2781184230832556
381,"Estrogen sulfotransferase, isoform 1 (EST-1) (EC 2.8.2.4) (Estrone sulfotransferase) (Sulfotransferase 1E1) (ST1E1) (Sulfotransferase, estrogen-preferring)",0.2781884862257468
382,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase),0.27826816814799993
383,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),0.2790549679025909
384,"6-phosphogluconolactonase (6-phosphogluconolactonase (Predicted), isoform CRA_c)",0.28002924633710213
385,Protein LOC100910575,0.2801476845868341
386,"Acetyl-Coenzyme A dehydrogenase, short chain, isoform CRA_a (Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain) (Short-chain-specific acyl-CoA dehydrogenase, mitochondrial)",0.28059498096822666
387,Phosphoglycerate mutase 1 (EC 3.1.3.13) (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B),0.2816511077196307
388,40S ribosomal protein S12,0.2822178316356232
389,"Moesin (Moesin, isoform CRA_a)",0.28235902515266986
390,Protein Psmd8,0.28364889715492725
391,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (EC 2.4.99.18),0.28612027941445617
392,Alpha globin (RCG33691) (Uncharacterized protein),0.28788706464708935
393,Glutathione S-transferase kappa (Glutathione S-transferase kappa 1),0.288596815070017
394,Protein Tgfbi,0.2894639451774013
395,"Chaperonin containing Tcp1, subunit 6A (Zeta 1) (Chaperonin subunit 6a (Zeta)) (Protein Cct6a)",0.29016986119896593
396,"Synaptotagmin-like 4, isoform CRA_a (Synaptotagmin-like protein 4)",0.29091706035050335
397,"Peroxisomal bifunctional enzyme (PBE) (PBFE) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8) 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]",0.29124523039577377
398,Alpha-2-HS-glycoprotein,0.2913036071891225
399,NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase),0.2917665407617146
400,"Nucleolin (Nucleolin, isoform CRA_c)",0.29389711849979344
401,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta),0.2941904579502695
402,Adenylyl cyclase-associated protein 1 (CAP 1),0.2944797575697088
403,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",0.29557117747542133
404,"Protein Naglu (RCG33377, isoform CRA_b)",0.2961447313019078
405,Glutathione S-transferase Yb-3 (EC 2.5.1.18) (Chain 4) (GST Yb3) (GST class-mu 3),0.29672313476029283
406,GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),0.29686377175044437
407,CDGSH iron-sulfur domain-containing protein 1 (MitoNEET),0.29721447502584464
408,Polypyrimidine tract-binding protein 1,0.2992569742320555
409,"Protein Vps35 (Vacuolar protein sorting 35 (Mapped), isoform CRA_b)",0.30089160739974
410,"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 5 (Predicted), isoform CRA_b (Protein Ndufb5)",0.30237844606362213
411,BWK4 (Protein Erp44) (RCG60340),0.30348409478201754
412,"ATP synthase subunit f, mitochondrial",0.3048227841568093
413,UDP-glucuronosyltransferase 1-1 (UDPGT 1-1) (UGT1*1) (UGT1-01) (UGT1.1) (EC 2.4.1.17) (B1) (UDP-glucuronosyltransferase 1A1),0.3051052308877377
414,"Short/branched chain-specific acyl-CoA dehydrogenase, mitochondrial",0.3084579418756633
415,von Willebrand factor A domain-containing protein 5A,0.30980001024453563
416,Ac1873 (Fibrinogen alpha chain) (RCG62551),0.31077051926615756
417,Calnexin,0.3117108387138069
418,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase I) (CA-I),0.31304241661191906
419,"Protein Pacsin3 (RCG27172, isoform CRA_a)",0.31660500688383386
420,"Protein LOC100360002 (Up-regulated during skeletal muscle growth protein 5) (Upregulated during skeletal muscle growth 5, isoform CRA_b)",0.3170471986118774
421,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)",0.3188319373928855
422,Ras-related protein Rab-6A (Rab-6),0.31888284963434027
423,"Retinol binding protein 4, plasma (Retinol binding protein 4, plasma, isoform CRA_a) (Retinol-binding protein 4)",0.31981264509432816
424,Protein LOC100909441,0.3198288042050244
425,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase)",0.32210565525217383
426,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)",0.32393074284162415
427,60S acidic ribosomal protein P0 (60S ribosomal protein L10E),0.3259829830231634
428,Major urinary protein (MUP) (Allergen Rat n I) (Alpha(2)-euglobulin) (Alpha-2u-globulin) (alpha-2u globulin PGCL1) (allergen Rat n 1) [Cleaved into: 15.5 kDa fatty acid-binding protein (15.5 kDa FABP)],0.32632300175620166
429,Serum amyloid P-component,0.32787328179001596
430,Tubulin beta-2A chain,0.3288825605183815
431,Solute carrier organic anion transporter family member 1A4 (Brain digoxin carrier protein) (Brain-specific organic anion transporter) (OATP-B1) (Sodium-independent organic anion-transporting polypeptide 2) (Solute carrier family 21 member 5),0.32997411664418663
432,Phosphoglucomutase 1 (Phosphoglucomutase-1),0.33006971671916485
433,"Mitochondrial dicarboxylate carrier (Protein Slc25a10) (Solute carrier family 25 (Mitochondrial carrier dicarboxylate transporter), member 10) (Solute carrier family 25 (Mitochondrial carrier dicarboxylate transporter), member 10, isoform CRA_b)",0.33014299326146257
434,"Protein RGD1564804 (Similar to chromosome 1 open reading frame 50 (Predicted), isoform CRA_a)",0.3302013023898709
435,ADP-ribosylation factor 6,0.33031588843192117
436,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase)",0.330381665084182
437,ADP-ribosylation factor-like protein 8B,0.33323054499765636
438,D-amino-acid oxidase (DAAO) (DAMOX) (DAO) (EC 1.4.3.3),0.33392528602956995
439,"Protein Serpina4 (Serine (Or cysteine) proteinase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 4) (Serine (Or cysteine) proteinase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 4, isoform CRA_a)",0.3342994299384833
440,"Estrogen sulfotransferase, isoform 2 (EST-2) (EC 2.8.2.4) (Estrone sulfotransferase) (Sulfotransferase, estrogen-preferring)",0.3346880768876783
441,40S ribosomal protein S11,0.3349570999870045
442,"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 12 (Predicted), isoform CRA_b (Protein LOC100910710)",0.3351542786832368
443,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb) (Cytochrome c oxidase subunit VIA*)",0.3362905778077816
444,RCG63708 (Uncharacterized protein),0.33652790142962197
445,Serine protease inhibitor A3K (Serpin A3K) (CPI-21) (Contrapsin-like protease inhibitor 1) (GHR-P63) (Growth hormone-regulated proteinase inhibitor) (Kallikrein-binding protein) (KBP) (SPI-2.3) (Serine protease inhibitor 2) (SPI-2) (Thyroid hormone-regulated protein),0.33684261722579945
446,Solute carrier organic anion transporter family member 1A1 (Organic anion-transporting polypeptide 1) (OATP-1) (Sodium-independent organic anion transporter 1) (Solute carrier family 21 member 1),0.33733758094474586
447,Protein LYRIC (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein),0.3379828224156486
448,Histidine ammonia-lyase (Histidase) (EC 4.3.1.3),0.3386583458050183
449,Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),0.33972132994708826
450,Junction plakoglobin,0.3404604324621835
451,Carboxylesterase 1E (EC 3.1.1.1) (Carboxyesterase ES-3) (ES-HTEL) (Egasyn) (Liver carboxylesterase 3) (pI 5.5 esterase),0.34089313230205975
452,Inositol monophosphatase 1,0.34089313230205975
453,Protein Snrpd1 (Small nuclear ribonucleoprotein D1) (Small nuclear ribonucleoprotein D1 (Predicted)),0.34089313230205975
454,Gephyrin (Putative glycine receptor-tubulin linker protein) [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G) Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)],0.34089313230205975
455,Coiled-coil domain-containing protein 51,0.34089313230205975
456,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Protein LOC100912599) (RCG41951, isoform CRA_a)",0.34089313230205975
457,Cytochrome P450 3A18 (EC 1.14.14.1) (CYPIIIA18) (Cytochrome P450(6)beta-2),0.34089313230205975
458,Protein Cfap43,0.34089313230205975
459,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110),0.34089313230205975
460,"H2-K region expressed gene 4, rat orthologue (Protein Slc39a7) (RCG60794, isoform CRA_a) (Solute carrier family 39 (Zinc transporter), member 7)",0.34089313230205975
461,"Transmembrane protein 11, mitochondrial",0.34089313230205975
462,"Protein Tbl2 (RCG21429, isoform CRA_b)",0.34089313230205975
463,"Protein Ggct (RCG52365, isoform CRA_b)",0.34089313230205975
464,Canalicular multispecific organic anion transporter 1 (ATP-binding cassette sub-family C member 2) (Canalicular multidrug resistance protein) (Multidrug resistance-associated protein 2),0.34089313230205975
465,"Protein Sephs1 (Selenophosphate synthetase 1, isoform CRA_a)",0.34089313230205975
466,Polypyrimidine tract-binding protein 3,0.34089313230205975
467,"Cysteine desulfurase, mitochondrial (EC 2.8.1.7)",0.34089313230205975
468,Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1),0.34315005882490657
469,60S ribosomal protein L24,0.3436353320619444
470,Phospholipase B-like 1 (EC 3.1.1.-) (LAMA-like protein 1) (Lamina ancestor homolog 1) (Phospholipase B domain-containing protein 1) [Cleaved into: Phospholipase B-like 1 chain A Phospholipase B-like 1 chain B Phospholipase B-like 1 chain C],0.34525783421555456
471,Thioredoxin domain-containing protein 12 (EC 1.8.4.2),0.3473612300766028
472,Signal transducer and activator of transcription,0.34779732889220105
473,"60S ribosomal protein L4 (RCG58071, isoform CRA_a) (Ribosomal protein L4)",0.34999375296177915
474,Glutathione peroxidase,0.3511823980246007
475,Protein deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (Contraception-associated protein 1) (Protein CAP1) (Fertility protein SP22) (Parkinson disease protein 7 homolog),0.3511988644981172
476,Histone H2B,0.3513037379191899
477,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase),0.351645579385619
478,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,0.3517061727960946
479,"Serine--tRNA ligase, cytoplasmic (Seryl-aminoacyl-tRNA synthetase 1, isoform CRA_a)",0.3523355313089682
480,Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase),0.35339711974685806
481,Uncharacterized protein,0.3548904411248549
482,Annexin,0.355061258042607
483,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",0.3562178299934786
484,Protein G3bp1,0.3565045880749742
485,"Protein RT1-A (RT1 class I, A2) (RT1 class Ia, locus A2)",0.3604741365577422
486,Alpha glucosidase 2 alpha neutral subunit (Predicted) (Protein Ganab),0.3628731328182818
